Business_Name,Address,Telephone,Fax,Website,Description
Lathams at Potter Heigham,"Lathams Q D Stores, Bridge Road, Potter Heigham, Great Yarmouth, NR29 5JE, United Kingdom",01692670080,01692 670724,,
Laurel Farm Garden Centre,"Henley Road, Ipswich, IP1 6TE, United Kingdom",,,http://www.laurelfarmgardencentre.co.uk,
Lay of the Land Garden Centre,"Kings Mill Lane, Settle, BD24 9BS, United Kingdom",01729824247,,http://www.layoftheland.co.uk,"Lay of the Land Garden Centre, opening in Spring 2012, will be a small plant focused 'local' facility for Settle in North Yorkshire. It will specialise in hardy stock suitable for the area, as well as offering exciting planted combinations suitable for the many courtyard gardens in the area. The garden centre is a natural extension to the existing design and maintenance service and will be focused on products and plants which the owners have found have worked very well in the core business. We may be small but we will be perfectly formed!"
Laylocks Nurseries & Garden Centre Limited,"Bromyard Road, Cotheridge, Worcester, WR6 5LP, United Kingdom",01905429212,01905 748688,http://www.laylocks.co.uk,
Le Friquet Plant Centre,"Le Friquet, Castel, GY5 7SS, Guernsey",01481259220,01481 253684,,Also the Waterside Coffee Shop with daily specials. Both Plant Centre and coffee Shop open on Sundays
Le Quesne's Nurseries,"Beau Coin, La Rue De Beauvoir, St. Saviour, JE2 7SN, Jersey",01534626878,01534 874419,,
Leaf Creative Design Ltd,"Ross Road, Huntley, GL19 3EX, United Kingdom",01452830837,,,
Lealan Garden Centre,"Bridgnorth Road, Shipley, Pattingham, Wolverhampton, WV6 7EZ, United Kingdom",01902700209,01902 701076,http://www.lealansgardencentre.co.uk,"A family run garden centre, now in it's third generation we specialise in plants of all descriptions especially shrubs and houseplants. A large proportion of our stock is grown by ourselves and we pride ourselves on it's quality. Our indoor sundries area and shop has recently been refurbished and now carries a wider rnage of goods and stock."
Leckford Estate,"Leckford Estate, Leckford, Stockbridge, SO20 6DA, United Kingdom",01264810270,01264 810439,http://www.longstocknursery.co.uk,
Lewisham Mobile Gardening Unit,"Ladywell Day Centre, 148 Dressingham Avenue, Ladywell, SE4 1JS, United Kingdom",02089868008,020 8986 7481,,
Lichfield Garden Centre,"Curborough Craft Centre, Watery Lane, Off Eastern Avenue, Lichfield, WS13 8ES, United Kingdom",01543254306,01543254306,http://www.lichfieldgardencentre.co.uk,"Lichfield Garden Centre can be found just a few minutes away from the Historic City of Lichfield in Staffordshire. The Garden Centre is located at Curborough Craft Centre, which as well as having a large range of independent traditional shops, an on-site Artist, farm shop and tea rooms, is also a working farm!
The countryside setting and relaxed atmosphere bring customers from far and wide to see a large range of plants, especially cottage garden Perennials, many grown by a local Nursery only a quarter of a mile from the Garden Centre."
Linden Garden Centre,"Linden, Glencarse, Perth, PH2 7LX, United Kingdom",01738860673,01738 860841,http://www.lindengardencentre.com,"Linden Garden Centre is a family run business which has been established for over 30years. Specializing in water gardening we stock everything you need, from preformed ponds and equipment to pond plants and fish. We also stock a good range of garden plants, bonsai trees, ornaments, planters and sundries."
Link Nurseries,"Hamilton Close, Off Hospital Lane, Powick, Worcester, WR2 4NH, United Kingdom",01905831881,,http://wcg.ac.uk/linknurseries,
Lintzford Garden Centre,"Lintzford Road, Rowlands Gill, NE39 1DG, United Kingdom",01207549777,01207 549 111,,
Little Dobbies Garden Centre Clifton,"52 Whiteladies Road, Bristol, BS8 2NH, United Kingdom",01174523410,,,
Little Dobbies Garden Centre Stockbridge,"132 Raeburn Place, Edinburgh, EH4 1HG, United Kingdom",,,,
Little Groves Nursery,"The Workshop, Honeysuckle Farm, Tunnel Road, Beaminster, DT8 3HB, United Kingdom",01308862030,,http://www.grovesnurseries.co.uk,
Littlehurst Garden Centre,"Bennetts Road North, Corley, Coventry, CV7 8BG, United Kingdom",01676540178,,http://www.littlehurst-gardencentre.co.uk,We are a traditional garden centre with our main focus being on plants. We have helpful and knowledgable staff on hand for good advice and service.
Liz's Garden Centre,"C/o Hardy's Farm Shop, Hawdon Lane, Farndon, Newark, NG24 3SD, United Kingdom",01636610199,01636 659188,,
Loch Duich Plants,"Foresters Bungalow, Inverinate, Kyle, IV40 8HE, United Kingdom",01599511407,01599 511407,http://www.flowersbythecastle.co.uk,"Friendly local garden centre and florist supplying locally grown bedding plants and shrubs. Large stock of bedding, shrubs, alpines, perennials, trees. Also seeds, bulbs, garden ornaments and ceramic pots. Large selection of fresh cut flowers for all occasions."
Logie Steading Farm & Garden Shop,"Logie Steading, Forres, IV36 2QN, United Kingdom",01309611278,01309 611300,http://www.logie.co.uk,"Logie Steading Plants stocks hardy perrenials, shrubs and herbs, all grown in Scotland, many from the well-established garden at Logie House. Always trialling and sourcing unusual varieties that grow well in Scotland; and useful hardware for practical gardeners."
Longacres Garden Centre Bagshot,"London Road, Bagshot, GU19 5JB, United Kingdom",01276486406,01276 489 402,http://www.longacres.co.uk,"Longacres Garden Centre has a massive selection of plants, cut flowers, BBQs, garden furniture, pet food and toys, wild bird care, hand and power tools, garden lighting, farm foods, coffee shop/restaurant, giftware and much much more. Shop online or in store."
Longacres Garden Centre Bybrook Barn,"Bybrook Barn Garden Centre, Cemetery Lane, Kennington, Ashford, TN24 9JZ, United Kingdom",01233631959,,http://www.longacres.co.uk/help/longacres-opening-hours/,
Longacres Garden Centre Chelmsford,"Homelands Retail Park, Cuton Hall Lane, Springfield, Chelmsford, CM2 5PX, United Kingdom",,,,
Longacres Garden Centre Chobham,"Mimbridge Garden Estate, Station Road, Chobham, GU24 8AS, United Kingdom",,,http://www.longacres.co.uk,
Longacres Garden Centre Shepperton,"Nutty Lane, Shepperton, TW17 0RQ, United Kingdom",019327776770,,,
Longstock Park Nursery,"Longstock Park, Stockbridge, SO20 6EH, United Kingdom",01264810894,01264 810924,http://www.longstocknursery.co.uk,
Lound Plant Centre,"Jay Lane, Lound, Lowestoft, NR32 5LH, United Kingdom",01502731431,,http://www.loundplantcentre@gmail.com,
Love Plants,"Love Plants, Salop Leisure Ltd, Emstrey, Shrewsbury, SY5 6QS, United Kingdom",01743282434,,,
Lowden Nurseries,"Bath Road, Shaw, Melksham, SN12 8EZ, United Kingdom",01225702345,01225 700958,http://www.lowdengardencentre.com,
Lower Morden Garden Centre,"Lower Morden Lane, Morden, SM4 4SJ, United Kingdom",,,,
Loxley Nursery,"Long Lane, Loxley, Sheffield, S6 6RL, United Kingdom",01142337134,0114 2346250,,
Ludlow Plant Centre,"Bromfield, Ludlow, SY8 2JR, United Kingdom",01584856873,,http://www.ludlowplantcentre.co.uk/,
Luffs Mill Lane Farm Shop,"Mill Lane, Headley, Bordon, GU35 0PB, United Kingdom",01428712201,01428 712822,,
Lumby Garden Centre,"Leeds / Selby Road, South Milford, Leeds, LS25 5LE, United Kingdom",01977682815,01977 682815,,"Medium size garden centre, family owned for 25 years, three generations of family involved. Mainly garden orientated, but large display of furniture and cane furniture for conservatories all year round. Excellent variety of shrubs and trees. Principal has 44 years experience in garden centre retail and wholesale."
Lymefield Garden Centre,"Broadbottom, Hyde, SK14 6AG, United Kingdom",01457764686,01457 764626,http://www.lymefield.com,Lymefield Garden Nursery is set in a quiet country side location only 2.5 miles from Glossop and 1.5 miles from the M67 motorway. We are a family run buinsess and pride ourselves on excellent service and good sound advice  with free local delivery we sell good value home made food in our tearoom in addition to the Garden Centre we also growers of quality lawn turf.
Lynch Lane Garden Centre,"Lynch Lane Garden Centre, Lynch Lane, Weymouth, DT4 9DN, United Kingdom",01305766336,01305 778 906,http://www.lynchlanegardencentre.co.uk,"We have been supplying plants, shrubs, trees and gardening advice to our valued friends and customers in and around Weymouth and Dorset for a large number of years. Set on the outskirts of Weymouth with easy access and convenient parking, our warm welcome awaits you at Lynch Lane Garden Centre.

We have a wide range of garden products ranging from all kinds of plants, tools, ornaments and gifts for you to browse around, and once you have taken in all you need, you can rest at The Gardener's Retreat where we can serve you fine teas, coffees, breakfasts, light lunches and a more filling lunch menu if required!"
Lyndhurst Garden Centre,"Skegness Road, Burgh Le Marsh, Skegness, PE24 5AA, United Kingdom",01754810295,01754 811304,http://www.lyndhurstgardencentre.co.uk,
Lyonshall Nurseries,"Lyonshall, Kington, HR5 3LN, United Kingdom",01544340214,,http://www.lyonshallnurseries.co.uk,"Set in picturesque surroundings we are a family business specializing on our own nursery grown seasonal plants. Cyclamen, primroses, geraniums are our specialty.  We have won gold medals for our exhibit at the royal Welsh Show for our geraniums.  We also grow the largest range of bedding and patio plants in the surrounding area.  We also stock a very good range of hardy plants.  Terracotta pots, local organic compost and artificial flowers, gifts also stocked. Friendly and knowledgeable advice always at hand from our staff. New improved coffee areas now open."
Mackenzie and Cruickshank Ltd,"6 Greshop Road, Greshop Industrial Estate, Forres, IV36 2GU, United Kingdom",01309696940,01309 696941,,"A popular local garden centre with a good car parking and 175 seater coffee shop renowned locally for its home baking extensive range of plants, garden accessories and gifts. The centre is know well known for its large xmas displays. Competitive prices and quality service are assured for the most discerning of customers. Starting from the centre are walks along the river Findhorn."
Making Life Beautiful,"Gardener's Paradise, 1 Drivers End, Codicote, Hitchin, SG4 8TR, United Kingdom",01438820154,,http://www.makinglifebeautiful.org,
Malmesbury Garden Centre,"Crudwell Road, Malmesbury, SN16 9JL, United Kingdom",01666822809,01666 825567,http://www.malmesburygardencentre.co.uk,"Traditional garden centre majoring on plants of all kinds, friendly ,knowledgable staff always willing to assist, coffee shop for breakfast ,lunch or just a coffee/tea and cake. Ample Parking. Good meeting ,place."
Manor Garden Centre,"Manor Garden Centre, Cheney Manor Industrial Estate, Swindon, SN2 2QJ, United Kingdom",01793538400,01793 422233,,
Manor Nurseries,"High Street, Little Hampton, BN16 4AW, United Kingdom",01903786977,01903 783388,,
Maple Tree Nursery,"Yapton Road, Barnham, Bognor Regis, PO22 0BQ, United Kingdom",01243552028,,,
Mappleborough Green Garden Centre,"Birmingham Road, Mappleborough Green, Studley, B80 7DL, United Kingdom",01527852631,01527 850648,,
Marbury Hall Nurseries,"The Old Walled Garden, Marbury, Northwich, CW9 6AT, United Kingdom",0160674168,,,
Marwood Hill Garden,"Marwood, Barnstaple, EX31 4EA, United Kingdom",01271342528,01271 342528,http://www.marwoodhillgarden.co.uk,
Matlock Garden Waterlife & Pet Centre,"Nottingham Road, Tansley, Matlock, DE4 5FR, United Kingdom",01629580500,01629 580503,,"One of the best known and most popular garden centre's in the Midlands. Over 75% of our plant display areas are now undercover enabling you to shop and browse in comfort all year round. We have a large selection of quality plants, garden furniture, tools, garden sundries and giftware to choose from. And after all that, why not relax in our Egon Ronay recommended coffee shop and licensed restaurant where you will find a superb range of freshly prepared meals and light snacks. A visit to our specialist aquarium pet and water garden department should not be missed."
Mayberry Garden Centre,"Mayberry Garden Centre, 7-17 Old Shoreham Road, Portslade, Brighton, BN41 1SP, United Kingdom",01273422747,,http://www.mayberrygardencentre.co.uk,
Mayfield Nurseries,"Mayfield Nursery, Mayfield Park, Weston Lane, Southampton, SO19 9HL, United Kingdom",02380447743,,http://www.mayfieldnurseries.org.uk,
McLarens Nurseries Ltd,"McLarens Nurseries, Lochlibo Road, Uplawmoor, Glasgow, G78 4DN, United Kingdom",01505850666,,http://www.mclarensnurseries.co.uk,
Meadow Grange Nursery,"Honey Hill, Blean, Whitstable, CT5 3BP, United Kingdom",01227471205,,http://www.meadowgrangenursery.co.uk,
Meadowcroft Garden Centre,"Meadowcroft Garden Centre, Woodham Road, Battlesbridge, Wickford, SS11 7QU, United Kingdom",01245320220,01245 329345,http://www.wdsmith.com,"Retail outlet for W D Smith and son. Specialising in bedding plants and planted containers. Also comprehensive floristry department, tree and shrub area and home of the renowned pansy and viola fesitval."
Meadowdale Nurseries,"Wellington Road, Horsehay, Telford, TF4 2PU, United Kingdom",01952502470,,,"We are a traditional family run business and have been supplying our ,home grown bedding plants to gardeners since 1988.,Freindly staff, quality plants and competitive prices are all important ,factors upon which we pride ourselves.,We also stock a wide range of shrubs, conifers, climbers chemicals ,etc."
Melbicks Garden Centre,"Chester Road, Coleshill, Birmingham, B46 3HY, United Kingdom",,,,
Mere Park Garden Centre,"Stafford Road, Newport, TF10 9BY, United Kingdom",01952813500,01952 820505,http://www.mereparkgardencentre.co.uk,"At Mere Park we have something for everyone. Our garden centre carries 1000s of ranges - there is sure to be something for every occasion. The retail park offers a full range of products and services that meet all your leisure needs including a Premier Inn hotel and Beefeater restaurant. Our fully licensed restaurant opens 7 days a week, offering a wide range of food from a fully cooked breakfast, main meals and hot and cold snacks throughout the day. We can also find us on facebook.com/mereparkgardencentre or twitter.com/mereparkgc."
Merriments Gardens Ltd,"Merriments Gardens & Nursery, Merriments Lane, Hurst Green, Etchingham, TN19 7RA, United Kingdom",01580860666,,http://www.merriments.co.uk,
Merryhatton Garden Centre,"East Fortune, North Berwick, EH39 5JS, United Kingdom",01620880278,01620 880 778,http://www.merryhatton.co.uk,
Middlecombe Nursery,"Wrington Road, Congresbury, BS49 5AN, United Kingdom",01934876337,01934 876616,http://www.middlecombenursery.co.uk,"Established in 1988, this family run nursery is home to a wonderful selection of shrubs, perennials, climbers, grasses, conifers and trees, many grown on site, alongside quality British, Dutch and Italian stock, including large specimen plants for instant gardens and a wide selection of exotics, palms and bamboos.

Situated approx. 200 yards on the left along Wrington Road, from the A370 between Bristol and Weston-super-Mare, on the edge of the village of Congresbury in North Somerset."
Milestone Garden Centre,"Newtown St Boswells, Melrose, TD6 0PL, United Kingdom",01835825959,01835 825960,http://www.milestonegardenandleisure.com,"Milestone Garden & Leisure opened in 2006, situated adjacent to the A68, the major trunk route through the Scottish Boarders. We were awarded 4 Stars rating by Visit Scotland in 2007. 
We offer a large selection of quality plants & shrubs; also gifts, home ware & garden sundries. Visitors can chose from an extensive menu of home cooked dishes & delicious home baking in our Route 68 Restaurant & Coffee Shop. 
Our recently re launched loyalty scheme - Milestone VIP - offers rewards and benefits for our valued customers.
We will be delighted to welcome you to Milestone, the biggest garden and destination centre in the Scottish Boarders."
Mill Race Garden Centre,"New Road, Aldham, Colchester, CO6 3QT, United Kingdom",01268781265,01206 242 073,http://www.millracegardencentre.co.uk,"At Mill Race we pride ourselves on our extensive range of plants and trees. Experienced staff is always on hand to give impartial and practical advice on all aspects of growing and caring for your plants. However, not only will you find an unrivalled choice of plants, but you will also see an extensive range of other products such as garden furniture, BBQs, ornaments and landscaping materials to name but a few.
Along with a coffee shop and boating on the River Colne we are sure you will find something of interest here at Mill Race!"
Mill View Garden Centre,"Ladder Hill, Wheatley, Oxford, OX33 1HY, United Kingdom",01865873465,,,
Millbrook Garden Centre,"Staplehurst Road, Marden, Tonbridge, TN12 9BT, United Kingdom",,,,
Millbrook Garden Centre,"Mitchel Troy, Monmouth, NP25 4BD, United Kingdom",01600713770,01600 716102,http://www.millbrookshop.com,"We are a family owned and run garden centre, established in 1973 and ,growing ever since.,We sell almost everything required to create your perfect outdoor living ,space. Website - www.millbrookshop.com"
Millbrook Garden Centre,"Station Road, Southfleet, Gravesend, DA13 9PA, United Kingdom",01474331135,01474 331152,http://www.millbrookgc.co.uk,
Millbrook Garden Centre,"Tubwell Lane, Jarvis Brook, Crowborough, TN6 3RJ, United Kingdom",01892663822,01892 654176,http://www.millbrookgc.co.uk,"A family run company offering a wide range of items for the garden. All ,hardy plants carry a 2 year guarantee. The company can offer advice ,from landscape design through to completion and caters for gardens ,large and small. A member of the Garden Centre Association and is ,regularly inspected.  Chelsea gold medal winners for Landscaping, all ,work undertaken from design right through to final planting. Swimming ,pools a speciality."
Milton Ernest Garden Centre,"Radwell Road, Milton Ernest, Bedford, MK44 1SH, United Kingdom",01234823033,01234 823562,,"Milton Ernest Garden Centre is a purpose built Garden Centre specializing in plants with an exceptionally comprehensive range of gifts, art & craft materials and garden furniture. We provide the complete Garden Centre experience in very pleasant relaxed surroundings. Our staff are always available to advise and assist with your purchases. We offer our Value Plus Card to all customers which entitles you to a discount in the form of vouchers and to our regular special offers. Our coffee shop open daily serving freshly baked food. The Village Shop also sells freshly baked bread, own milk, eggs, groceries and green groceries."
Minshulls Garden Centre,"Eardswick Lane, Minshull Vernon, Crewe, CW1 4RQ, United Kingdom",01270522482,01270 522 112,http://www.minshullsnursery.co.uk,
Moffat Garden Centre,"High Street, Moffat, DG10 9HF, United Kingdom",01683220442,,http://www.moffatgardencentre.co.uk,
Mole Country Stores,"Easton Lane, Winnall, Winchester, SO23 7RU, United Kingdom",01962863007,01962 843761,,
Mole Country Stores,"Fareham Road, Wickham, SO15 8DH, United Kingdom",,,,
Mole Country Stores,"Pattenden Lane, Marden, Tonbridge, TN12 9QT, United Kingdom",01622831685,01622 832204,,
Mole Country Stores,"A Division of Mole Valley Farmers, Exmoor House, Lime Way, Pathfield Business Park, South Molton, EX36 3LH, United Kingdom",01769573431,01769 576210,http://www.scatscountrystores.co.uk,
Mole Country Stores,"Churchfields Road, Salisbury, SP2 7PP, United Kingdom",01722336886,01722 338096,,
Mole Country Stores,"36 Alma Road, Romsey, SO51 8AN, United Kingdom",01794514426,01794 518416,,
Mole Country Stores,"Kingsmill Lane, South Nutfield, Redhill, RH1 5NB, United Kingdom",01737823205,01737 822845,,
Mole Country Stores,"Blackwater Road, Newport, PO30 3GB, United Kingdom",01983524351,01983 525682,,
Mole Country Stores,"Hectors Way, Newbury, RG14 5AB, United Kingdom",0163543436,01635 528502,,
Mole Country Stores,"Mount Pleasant Lane, Sway Road, Lymington, SO41 9ZS, United Kingdom",01590676633,01590 610198,,
Mole Country Stores,"Station Road, Heathfield, TN21 8DJ, United Kingdom",01435866938,01435 860710,,
Mole Country Stores,"Brighton Road, Godalming, GU7 1NS, United Kingdom",01483415101,01483 423581,,
Mole Country Stores,"Old Market Centre, Station Road, Gillingham, SP8 4QQ, United Kingdom",01747824933,01747 826100,,
Mole Country Stores,"North Street, Winterborne Kingston, Blandford Forum, DT11 9AZ, United Kingdom",01929471789,01929 472202,,
Mole Country Stores,"Grove Trading Estate, Dorchester, DT1 1ST, United Kingdom",01305262141,01305 251037,,
Mole Country Stores,"Nursteed Road Trading Estate, William Road, Devizes, SN10 3DY, United Kingdom",01380721594,01380 730193,,
Mole Country Stores,"Unit 22 Maynard Road, Wincheap Industrial Estate, Canterbury, CT1 3RH, United Kingdom",01227781398,01227 785134,,
Mole Country Stores,"Unit 4, Eastgate Office Centre, Eastgate Road, Bristol, BS5 6XX, United Kingdom",,,,
Mole Country Stores,"Main Avenue, Brackla Ind. Estate, Heck West Plas, Bridgend, CF31 2AL, United Kingdom",,,,
Mole Country Stores,"Frenches Corner, Newbridge Road, Billingshurst, RH14 9LR, United Kingdom",01403782031,01403 785149,,
Mole Country Stores,"Wildmoor Lane, Sherfield on Loddon, Basingstoke, RG27 0HA, United Kingdom",01256882776,01256 883785,,
Mole Country Stores,"Unit 7, Joule Road, Andover, SP10 3ZL, United Kingdom",01264323482,01264 365002,,
Monkton Elm Garden Centre,"Monkton Heathfield, Taunton, TA2 8QN, United Kingdom",01823412381,01823 412745,http://www.monktonelmgardencentre.co.uk,At Monkton Elm Garden & Pet Centre we always have knowledgeable and helpful staff available. We are proud to maintain our reputation of quality plants and products at Somerset's premier garden centre.
Moores Nurseries and Garden Centre,"156 Melton Road, Stanton-on-the-Wolds, Keyworth, Nottingham, NG12 5BQ, United Kingdom",01159373717,0115 937 7221,http://www.mooresnurseriesandgardencentre.co.uk,
Morden Hall Garden Centre,"Morden Hall Garden Centre, Morden Hall, 21 Morden Hall Road, Morden, SM4 5JD, United Kingdom",02086489755,02086 489755,,
Morley Nurseries,"Southend Road, Great Wakering, Southend-On-Sea, SS3 0PU, United Kingdom",01702585668,01702 585584,http://www.morleynurseries.com,"We are Growers and retailers of quality bedding plants and shrubs. We carry an extensive range of containers and gardening sundries. An excellent aquatic centre for tropical and coldwater fish and plants. Pet department, florists and house plant section. All open daily 9-5pm"
Morris's Of Usk Garden Centre & Nurseries,"The Nurseries, Llanbadoc, Usk, NP15 1TG, United Kingdom",01291674961,01291 673360,http://www.uskgardencentre.co.uk,
Moss And Moor,"Coutances Way, Ilkley, LS29 7HQ, United Kingdom",01943663699,,http://www.moss&moor,
Moulton Nurseries,"Acle Road, Moulton St Mary, Norwich, NR13 3AP, United Kingdom",01493750458,01493 750458,http://www.moultonnurseries.co.uk,"We are a large but friendly nursery and garden centre supplying to the public and local businesses situated between Norwich and Great Yarmouth 1 and a quarter miles out of Acle on the Reedham Road. We specialize in hanging baskets and planted containers and are a major supplier to the Britain and Anglia in bloom winners. We have a large selection of home grown bedding plants, hardy plants, garden tools and sundries, pots, stoneware, composts and giftware, most of which is under cover and wheelchair friendly. The Greenhouse Coffee Shop offers home-prepared meals and snacks."
Mount Folly Nurseries,"Southwick Road, North Boarhunt, Fareham, PO17 6JH, United Kingdom",01329832294,,http://www.mountfolly.co.uk,"Main Dealers for Softub Spas, Pool Chemicals etc."
Mousehold Garden Centre,"63 Mousehold Lane, Norwich, NR7 8HP, United Kingdom",01603413272,01603 488361,,"Family business established over 30 years. On north side of Norwich ring road between Wroxham and Salhouse Roads opposite Esso. Always exceptionally well stocked with trees, shrubs, climbers, fruit, perennials, alpines, conifers, heathers, roses, ferns, bamboos, gravels, pond plants. Many unusual varieties, also specializing in organics and indoor grow lighting, greenhouses, bulbs and seed potatoes. Well known for friendly service, free advice down to earth prices. Set out like a real garden with a wealth of plant interest without having to walk too far."
Mucklestone Nursery,"Rock Lane, Mucklestone, Market Drayton, TF9 4DN, United Kingdom",01630674284,,http://www.botanyplants.co.uk,
Munro's Nurseries,"Munros Nurseries, Bogallan, North Kessock, Inverness, IV1 3XE, United Kingdom",01463731210,01463 731890,http://www.munrosnurseries.co.uk,"FIRST CHOICE FOR PLANTS & COFFEE SHOP
A family run nursery/garden centre with a life time of plant knowledge. We are happy to advise on our interesting and wide choice of plants.
A beautiful and well stocked shop with garden sundries, composts, fertilizers, seeds, bulbs, tools, trellis, books, garden furniture and ornaments. Pet Care Products and wonderful wild bird care section. An exciting range of glazed & terracotta pots.
Special season displays at Christmas and Easter.
Nation Garden Gift Vouchers.
Munro's Coffee Shop serves morning bites, light lunches, coffees, teas and delicious home baking.
We invite you to discover…
Bogallan, North Kessock, Inverness, 01463 731210
Open - Mon-Sat 9am-5pm Sun 12noon-5pm (Coffee shop closes 4.30)
1 mile from A9 on B9161 to Munlochy (Brown Signs)"
Nailsworth Garden Centre,"Avening Road, Nailsworth, GL6 0BS, United Kingdom",,,,
Nantyderry Garden Centre,"Nantyderry, Abergavenny, NP7 9DW, United Kingdom",01873880377,01873 881076,,
Narey's Garden Centre,"J Narey & Sons, Spikes Lane, Bury Road, Stowmarket, IP14 3QD, United Kingdom",01449612559,01449 612744,http://www.nareys.com,"Nareys garden centre provides home grown bedding, quality container shrubs, roses, ceramic pots, paving, walling and fencing, good range of water features, quality furniture, bird care, swimming pool chemicals,greenhouses and is a good all round comprehensive garden centre."
National Trust,"National Trust Supplier Invoices, Po Box 352, Darlington, DL1 9QQ, United Kingdom",01793818537,,,
National Trust - Swindon,"Heelis, Kemble Drive, Swindon, SN2 2NA, United Kingdom",01793817491,,,
Neal's Nurseries Garden Centre,"Heathfield Road, Wandsworth, SW18 3HR, United Kingdom",02088742037,02088 751362,http://www.capitalgardens.co.uk,"Capital Gardens is London's largest group of garden centres and was formed in 1990 with roots going back to 1982 when a landscape partnership was formed. Ther are now 6 garden centres, an award winning landscape company, Capital Gardens Landscapes and a comprehensive online ship."
Ned Yates Garden Centre,"Moor Lane, Wilmslow, SK9 6DN, United Kingdom",01625522128,01625 536377,http://www.jacqueslandscapes.co.uk,"Jacques Landscapes Limited has been established for over 27 years and specialises in the design, construction and maintenance of commercial landscapes and private gardens throughout the North West of England. Encompassing both contemporary and traditional designs, Jacques Landscapes offer bespoke solutions from conception to completion. Jacques Landscapes’ personnel/sales of practice are CITB Health and Safety Certificated and we work within the APL and BALI. Our on-going training and development programmes ensure that all members of staff are trained in the latest techniques and equipment."
Ness Botanic Gardens,"Ness, Neston Road, Neston, CH64 4AY, United Kingdom",01513530123,,http://www.nessgardens.org.uk,
New Hopetoun Gardens,"By Newton Village, Broxburn, EH52 6QZ, United Kingdom",01506834433,01506 834444,http://www.newhopetoungardens.co.uk,"A warm welcome awaits you at this rather special garden centre in a beautiful rural woodland setting. New Hopetoun Gardens are full of inspirational ideas for your own garden, just visit us out of town to be entertained..... and tempted! We offer what is probably the biggest range of garden plants in Scotland, all year round, backed up by our skilled plantsmen and women. The Orangery has a delightful 'Tearoom with a View' and giftshop to delight everyone's lifestyle"
New Leaf Plant Centre,"New Leaf Plant Centre, Dyche Lane, Coal Aston, Dronfield, S18 3AA, United Kingdom",01246450005,01246 261163,http://www.dunstonhallgardencentre.co.uk,"Dunston Hall Garden Centre is situated in a delightful old walled garden. Stocking a wide range of plant material, sundries and gifts, everything needed to create a beautiful garden can be found at Dunston. Seasonal planted arrangements always available, or bring in your favourite container and we will fill it for you. Our friendly staff are always happy to help. To enhance the shopping experience refreshments are available from Seedlings Coffee Shop. Serving delicious cakes, snacks, hot meals and Sunday Roasts. Telephone 01246 455607 for reservations. Private parties and special diets can also be catered for."
New Leaf Topiary,"1 Parkfield, Shevington, Wigan, WN6 8DD, United Kingdom",,,http://www.newleaftopiary.co.uk,
Newbank Garden Centre Dobcross,"Clough Bottom, Dobcross New Road, Dobcross, Oldham, OL3 5NP, United Kingdom",01457876571,01457 872585,https://www.newbankgardencentre.com/,
Newbank Garden Centre Halifax,"Newbank Garden Centre, Stainland Road, Greetland, Halifax, HX4 8LS, United Kingdom",01422371011,01422 374957,https://www.newbankgardencentre.com/,
Newbank Garden Centre Newton Le Willows,"174 Southworth Road, Newton -Le- Willows, WA12 0BS, United Kingdom",01925224138,,,
Newbank Garden Centre Radcliffe,"Newbank Garden Centre, Bury Road, Radcliffe, Manchester, M26 2WW, United Kingdom",01617240585,01617 258058,http://www.newbankgardencentre.com,"We pride ourselves on being one of the most up to date garden centres in the country. Having a huge new rebuild at our Radcliffe site has enabled us to have a huge gift and lifestyle area and what we believe are the best garden furniture displays in the North. We price competitively and keep margins tight to pass on our buying power to our customers. With our large licensed bistro, we offer a truly great day out."
Newbank Garden Centre Royton,"Turf Lane, Royton, Oldham, OL2 6JH, United Kingdom",01706844150,01706 847459,,"We are a family run business, trading for over 40 years. Newbank offers the best range and value in many retail areas including plants, garden furniture, homestyle, bird care and much more."
Newbridge Garden Centre,"Billingshurst Road, Broadbridge Heath, Horsham, RH12 3LN, United Kingdom",01403272686,,,
Newbridge Nursery,"Crundale, Haverfordwest, SA62 4EJ, United Kingdom",01437731678,01437 731678,http://www.newbridgenursery.co.uk,
Newent Plant Centre,"Little Verzons Farm, Hereford Road, Ledbury, HR8 2PZ, United Kingdom",01531670121,,,
Newgate Nurseries Ltd,"75 Newgate Lane, Whitestake, Preston, PR4 4JU, United Kingdom",01772612336,01772 612336,http://www.newgatenursery.co.uk,
Newlands Nursery,"Goathurst Common, Ide Hill, Sevenoaks, TN14 6DA, United Kingdom",01732750591,01732 750625,http://www.newlandsnursery.com,"The nursery at Goathurst Common is situated on B2042 three miles from Riverhead and one mile from Ide Hill. Open 7 days a week 9am-5pm. A traditional plant based nursery with knowledgeable and experienced staff. We grow summer and winter bedding, trees, shrubs and conifers. We are growers of Christmas trees with our unique 'you pick, we dig' plantation on site. Also available are container grown trees, a fully stocked garden shop offering compost, tools, fertilizers, chemicals and seeds. In store promotions and special offers all year. We have covered and outdoor plant area and ample parking."
Newmans Garden Centre,"Capel Dewi, Aberystwyth, SY23 3HS, United Kingdom",01970820019,,,
